ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,livestock_goat,maize,pasta,sorghum,teff_fao,wheat,o_livestock_goat,h_livestock_goat,l_livestock_goat,c_livestock_goat,inflation_livestock_goat,trust_livestock_goat,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_pasta,h_pasta,l_pasta,c_pasta,inflation_pasta,trust_pasta,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_teff_fao,h_teff_fao,l_teff_fao,c_teff_fao,inflation_teff_fao,trust_teff_fao,o_wheat,h_wheat,l_wheat,c_wheat,inflation_wheat,trust_wheat,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2021-09-01,2021,9,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,2100,,,,,2858.55,2945.87,2771.23,2795.66,48.84,9.8,2413.77,2542.22,2100,2100,61.54,9.4,82.88,85.28,77.21,77.21,46.92,9.9,33.28,34.21,29.67,29.67,64.08,10,4443.79,4546.89,4340.69,4349.1,35.22,9.9,3489.79,3626.97,3294.12,3294.12,93.88,9.7,3.17,3.34,2.77,2.77,60.77,9.9
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2021-10-01,2021,10,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,2225,,,,,2848.99,2943.16,2657.1,2657.1,34.9,9.8,2082.27,2225,1946.48,2225,76.99,9.4,77.65,79.96,75.33,79.72,49.24,9.9,29.42,31.43,27.5,31.43,75.18,10,4421.76,4525.1,4216.12,4216.12,29.33,9.9,3316.82,3451.42,3182.21,3295.2,95.01,9.7,2.76,2.93,2.58,2.93,75.16,9.9
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2021-11-01,2021,11,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2677.04,2784.48,2470.36,2470.36,24.44,9.8,2221.24,2358.02,2084.45,2156.32,73.11,9.4,80.67,83.06,76.01,76.01,24.14,9.8,31.15,32.48,29.26,29.26,62.56,10,4218.13,4318.81,4100.06,4100.06,22.58,9.9,3321.07,3456.86,3185.28,3233.27,78.72,9.7,2.93,3.1,2.75,2.84,70.93,9.9
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2021-12-01,2021,12,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2468.67,2570.88,2366.45,2441.3,25.8,9.8,2153.29,2274.72,2031.86,2180.87,76.59,9.4,76.64,78.92,74.36,76.98,38.43,9.8,29.01,30.38,27.64,29.88,64.79,10,4093.6,4191.29,3995.91,4029.22,24.24,9.8,3252.85,3386.91,3092.77,3092.77,81.66,9.6,2.84,2.99,2.68,2.87,74.36,9.9
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2022-01-01,2022,1,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2450.38,2597,2374.94,2597,28.1,9.7,2213.27,2325.98,2100.56,2187.32,81.07,9.3,77.54,79.84,75.24,78.8,49.36,9.8,29.59,30.77,28.41,30.65,73.58,10,4043.15,4138.7,3947.6,4054.16,23.07,9.8,3072.23,3200.51,2884.03,2884.03,64.14,9.6,2.92,3.06,2.78,2.88,78.62,9.9
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2022-02-01,2022,2,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2644.97,2746.52,2543.42,2689.93,27.12,9.7,2201.29,2306.31,2096.26,2293.68,99.45,9.3,80.21,82.55,77.86,80.28,51.13,9.8,30.86,32.16,29.56,31.37,78,10,4105.65,4201.22,4010.08,4105.4,21.72,9.8,2854.11,2973.29,2734.94,2956.17,47.39,9.6,2.91,3.04,2.77,3.02,95.73,9.9
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2022-03-01,2022,3,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2753.48,2838.98,2667.99,2803.83,25.22,9.7,2339.79,2446.82,2232.75,2396.43,80.86,9.3,81.42,83.8,79.04,82.29,42.43,9.8,31.61,32.84,30.37,32.26,63.77,10,4177.16,4273.36,4080.96,4211.66,17.59,9.8,3002.2,3124.89,2879.51,2945.8,36.11,9.5,3.08,3.22,2.95,3.15,78.1,9.9
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2022-04-01,2022,4,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2862.25,2955.69,2768.8,2890.29,26.18,9.7,2456.07,2562.87,2349.27,2389.78,64.81,9.3,83.61,86.04,81.18,82.71,35.74,9.8,32.53,33.84,31.22,32.1,51.56,10,4297.97,4396.11,4199.83,4329.34,16.39,9.8,2980.48,3103.62,2857.33,3057.52,33.58,9.5,3.23,3.37,3.1,3.14,62.86,9.9
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2022-05-01,2022,5,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2948.71,3172.27,2854.57,3172.27,35.31,9.7,2425.88,2528.94,2322.82,2526.42,61.25,9.2,83.79,86.22,81.36,84.42,34.78,9.8,32.22,33.49,30.94,32.39,48.28,9.9,4421.86,4528.41,4321.55,4528.41,18.43,9.8,3117.3,3245.9,2988.7,3149.59,27.58,9.5,3.2,3.33,3.07,3.32,59.71,9.9
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2022-06-01,2022,6,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3254.57,3389.44,3119.69,3373.64,43,9.7,2571.21,2742.65,2462.48,2742.65,47.72,9.2,85.59,88.78,83.12,88.78,31.33,9.8,32.45,33.98,31.18,33.98,37.57,9.9,4641.89,4756.98,4537.26,4756.98,22.05,9.8,3222.7,3670.17,3089.18,3670.17,36.66,9.5,3.39,3.6,3.25,3.6,47.01,9.9
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2022-07-01,2022,7,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3473.44,3585.27,3361.62,3541.51,35.12,9.7,2832.66,2957.89,2707.44,2924.91,41.51,9.2,90.59,99.65,87.99,99.65,30.59,9.8,34.39,39.2,32.87,39.2,33.72,9.9,4889.15,5002.23,4779.54,5002.23,18.66,9.8,3895.35,4042,3724.62,3724.62,22.55,9.4,3.72,3.88,3.57,3.84,40.87,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2022-08-01,2022,8,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3626.77,3744.32,3509.22,3521.6,26.97,9.7,3036.96,3166.53,2907.39,3037.02,32.04,9.2,102.9,105.87,99.93,101.02,25.21,9.8,40.56,43.41,37.71,39.8,24.21,9.8,5144.3,5259.23,5029.38,5099.59,17.95,9.8,3798.87,3947.89,3649.85,3793.33,13.32,9.4,4,4.16,3.84,3.99,31.63,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2022-09-01,2022,9,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3580.35,3700.33,3460.37,3599.61,28.76,9.7,3110.65,3238.72,2982.58,3087.41,47.02,9.2,103.16,106.16,100.16,102.98,33.37,9.8,40.7,41.74,39.66,40.84,37.64,9.7,5204.23,5320.74,5087.72,5143.82,18.27,9.8,3836.33,3989.46,3683.2,3835.78,16.44,9.3,4.09,4.25,3.93,4.05,46.09,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2022-10-01,2022,10,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3648.8,3765.06,3532.54,3627.06,36.5,9.6,3118.23,3243.62,2981.91,2981.91,34.02,9.1,104.15,107.19,101.1,102.19,28.18,9.7,40.91,42.63,39.18,40.62,29.25,9.7,5209.05,5325.96,5092.14,5217.19,23.74,9.7,3906.84,4063.05,3750.63,3759.07,14.08,9.3,4.1,4.26,3.92,3.92,33.79,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2022-11-01,2022,11,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3683.15,3801.54,3564.77,3657.25,48.05,9.6,2970.72,3094.18,2847.25,3034.67,40.73,9.1,103.45,106.46,100.44,103.49,36.14,9.7,40.57,42.15,38.99,40.85,39.62,9.7,5276.65,5419.46,5158.78,5419.46,32.18,9.7,3754.92,3956.6,3601.27,3956.6,22.37,9.3,3.92,4.08,3.76,3.99,40.64,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2022-12-01,2022,12,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3708.45,3832.09,3589.21,3832.09,56.97,9.6,3048.45,3171.22,2925.68,2992.87,37.23,9.1,104.64,107.68,101.6,106.45,38.28,9.7,40.74,42.36,39.11,42.13,41.03,9.7,5523.11,5645.32,5400.91,5583.16,38.57,9.7,4080.78,4242.31,3919.24,3939.61,27.38,9.3,4.02,4.18,3.87,3.94,37.52,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2023-01-01,2023,1,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3902.48,4035.25,3769.71,4000.93,54.06,9.6,3012.81,3131.38,2894.23,3039.74,38.97,9.1,108.25,111.36,105.14,110.61,40.36,9.7,42.34,44.11,40.56,43.91,43.27,9.7,5706.4,5898.86,5581.16,5898.86,45.5,9.7,3960.48,4122.03,3798.94,4047.91,40.36,9.3,3.99,4.13,3.84,4.01,39.32,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2023-02-01,2023,2,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,4090.23,4223.82,3726.52,3726.52,38.54,9.6,3081.43,3199.14,2963.71,3197.97,39.42,9.1,112.63,115.86,109.41,111.14,38.43,9.7,44.38,46.23,42.54,44.57,42.08,9.7,6049.25,6181.63,5647.44,5647.44,37.56,9.7,4137.65,4672.33,3970.51,4672.33,58.05,9.3,4.08,4.23,3.93,4.2,39.42,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2023-03-01,2023,3,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3762.97,4231.72,3592.86,4231.72,50.93,9.6,3268.57,3395.09,3142.05,3266.38,36.3,9.1,112.7,115.93,109.47,115.73,40.63,9.7,44.9,46.63,43.17,45.84,42.07,9.7,5687.38,6169.34,5558.2,6169.34,46.48,9.7,4942.76,5125.83,4715.2,4715.2,60.07,9.3,4.3,4.46,4.15,4.3,36.71,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2023-04-01,2023,4,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,4312.61,4821.28,4086.47,4821.28,66.81,9.6,3340.73,3466.8,3214.66,3368.01,40.93,9.1,117.63,121.55,114.28,121.55,46.96,9.7,46.1,47.97,44.24,47.78,48.83,9.7,6292.38,6839.74,6146.76,6839.74,57.99,9.7,4799.07,4983.92,4614.23,4677.65,52.99,9.3,4.41,4.57,4.26,4.45,41.63,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2023-05-01,2023,5,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,5025.01,5268.16,4781.85,4949.29,56.02,9.6,3433.68,3561.51,3305.85,3402.82,34.69,9.1,124.22,127.74,120.7,124.23,47.15,9.7,48.28,50.3,46.26,48.81,50.68,9.7,7112.38,7279.06,6945.71,7025.04,55.13,9.7,4691.15,4875.78,4506.53,4703.46,49.34,9.3,4.55,4.71,4.39,4.5,35.5,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2023-06-01,2023,6,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,5097.51,5312.37,4955.83,5312.37,57.47,9.6,3444.78,3771.9,3317.19,3771.9,37.53,9.1,126.3,129.88,122.72,127.19,43.27,9.7,49.23,51.14,47.33,50.53,48.71,9.7,7266.85,7437.15,7096.54,7344.55,54.4,9.7,4779.16,4966.5,4591.82,4736.11,29.04,9.3,4.57,4.98,4.41,4.98,38.18,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2023-07-01,2023,7,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,5430.28,5624.58,5104.58,5104.58,44.14,9.6,3903.15,4078.02,3728.29,3997.91,36.68,9.1,129.12,133.15,125.47,133.15,33.61,9.7,50.93,53.01,48.84,52.78,34.65,9.7,7470.73,7916.66,7293.64,7916.66,58.26,9.7,4774.94,4992.68,4584.65,4992.68,34.05,9.3,5.15,5.37,4.93,5.27,37.1,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2023-08-01,2023,8,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,5184.59,5694.71,4988.3,5694.71,61.71,9.6,4150.32,4569.06,3973,4569.06,50.45,9.1,135.75,150.39,131.93,150.39,48.87,9.7,53.37,60.5,51.15,60.5,52.03,9.7,8078.12,8859.53,7885.05,8859.53,73.73,9.7,5151.6,5515.6,4950.71,5515.6,45.4,9.3,5.47,6.02,5.25,6.02,50.97,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2023-09-01,2023,9,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,5807.5,6076.65,5538.34,5657.51,57.17,9.6,4809.07,5046.59,4527.74,4527.74,46.65,9.1,155.4,159.81,150.99,151.45,47.07,9.7,62.26,66.54,57.97,60.17,47.34,9.7,9209.52,9433.89,8985.16,9141.35,77.72,9.7,5742.48,6053.27,5522.73,6053.27,57.81,9.3,6.34,6.64,5.97,5.97,47.28,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2023-10-01,2023,10,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,5794.55,5967.24,5621.86,5626.92,55.14,9.6,4614.76,4847.16,4382.35,4559.64,52.91,9.1,154.61,159.04,149.67,149.67,46.46,9.7,61.07,62.88,59.25,59.53,46.56,9.7,9403.66,9633.84,9173.48,9270.69,77.69,9.7,6334.96,6575.56,6094.35,6571.16,74.81,9.3,6.1,6.39,5.8,6.01,53.27,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2023-11-01,2023,11,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,5686.42,5880.61,5492.23,5671.77,55.08,9.6,4576.05,4793.75,4293.96,4293.96,41.5,9.1,150.55,154.92,146.18,151.4,46.29,9.7,58.94,61.5,56.39,59.96,46.78,9.7,9347.13,9579.39,9114.87,9471.83,74.77,9.7,6800.88,7063.01,5952.71,5952.71,50.45,9.3,6.05,6.33,5.68,5.68,42.29,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2023-12-01,2023,12,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,5742.5,5924.95,5552.57,5552.57,44.9,9.6,4221.43,4428.71,4002.17,4002.17,33.72,9.1,153.38,157.79,144.91,144.91,36.13,9.7,59.64,61.99,56.17,56.17,33.31,9.7,9480.87,9716.95,9244.8,9636.66,72.6,9.7,5853.71,6078.83,5628.58,5999.4,52.28,9.3,5.6,5.87,5.3,5.3,34.55,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2024-01-01,2024,1,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,5613.92,6082.96,5421.34,6082.96,52.04,9.6,3939.02,4391.87,3748.56,4391.87,44.48,9.1,145.67,151.98,141.44,151.98,37.4,9.7,55.47,58.11,52.83,57.9,31.87,9.7,9703.29,10372.53,9464.24,10372.53,75.84,9.7,6042.41,6404.28,5813.82,6404.28,58.21,9.3,5.25,5.81,5,5.81,44.98,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2024-02-01,2024,2,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,6206.51,6473.5,5939.52,6070.47,62.9,9.6,4488.18,4731.62,4244.73,4273.35,33.63,9.1,154.2,158.63,149.59,149.59,34.6,9.7,57.68,60.11,55.26,56.37,26.49,9.7,10590.34,10851.62,10329.05,10457.68,85.18,9.7,6644.42,6887.32,5984.93,5984.93,28.09,9.3,5.96,6.27,5.64,5.66,34.73,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2024-03-01,2024,3,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,6208.92,6397.32,6020.52,6043.61,42.82,9.6,4367.7,4593.27,4142.12,4170.21,27.67,9.1,151.68,156.04,147.33,147.4,27.37,9.7,56.52,58.78,54.27,54.51,18.93,9.7,10608.32,10870.37,10346.27,10565.57,71.26,9.7,5890.8,6110.37,5671.22,5906.41,25.26,9.3,5.81,6.1,5.52,5.53,28.53,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2024-04-01,2024,4,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,6112.76,6319.32,5906.19,6036.08,25.2,9.6,4199.74,4410.61,3988.87,4165.1,23.67,9.1,148.17,152.45,143.89,146.03,20.14,9.7,54.22,56.52,51.91,53.87,12.76,9.7,10613.91,10877.11,10350.72,10593.78,54.89,9.7,5959.28,6178.21,5740.36,5926.15,26.69,9.3,5.59,5.87,5.32,5.53,24.14,9.8
ETH,Ethiopia,Amhara,N. SHEWA (R3),Debre Birhan,9.68,39.53,gid_96800000395300000,2024-05-01,2024,5,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,6106.92,6303.28,5867.23,5867.23,18.55,9.6,4151.5,4347.59,3955.41,4031.78,18.48,9.1,147.47,151.7,138.16,138.16,11.22,9.7,53.88,55.97,49.88,49.88,2.19,9.7,10573.53,10835.86,10311.19,10486.14,49.27,9.7,5972.16,6194.03,5750.3,5798.98,23.29,9.3,5.52,5.77,5.27,5.35,18.86,9.8
