ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,livestock_goat,maize,pasta,sorghum,teff_fao,wheat,o_livestock_goat,h_livestock_goat,l_livestock_goat,c_livestock_goat,inflation_livestock_goat,trust_livestock_goat,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_pasta,h_pasta,l_pasta,c_pasta,inflation_pasta,trust_pasta,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_teff_fao,h_teff_fao,l_teff_fao,c_teff_fao,inflation_teff_fao,trust_teff_fao,o_wheat,h_wheat,l_wheat,c_wheat,inflation_wheat,trust_wheat,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2007-01-01,2007,1,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,283.35,304.1,272.39,288.33,,9.6,142.02,156,134.34,145.21,,9.1,8.67,9.18,8.42,8.8,,9.7,2.02,2.18,1.93,2.05,,9.7,375.14,395.44,366.26,380.87,,9.7,3.3,3.89,3.01,3.42,,9.3,0.19,0.21,0.18,0.19,,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2007-02-01,2007,2,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,293.3,309.44,277.17,294.83,,9.6,148.43,169.76,137.35,169.76,,9.1,8.93,9.32,8.54,9.25,,9.7,2.09,2.22,1.96,2.22,,9.7,386.67,401.48,371.86,394.45,,9.7,3.58,4.03,3.12,3.31,,9.3,0.2,0.23,0.18,0.23,,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2007-03-01,2007,3,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,299.98,314.99,284.97,288.26,,9.6,172.53,186.83,134.27,134.27,,9.1,9.43,9.85,8.33,8.33,,9.7,2.25,2.4,1.89,1.89,,9.7,401,416.44,379.08,379.08,,9.7,3.38,3.79,3.01,3.79,,9.3,0.23,0.25,0.18,0.18,,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2007-04-01,2007,4,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,292.81,306.88,278.73,290.64,,9.6,138.41,170.67,124.17,170.67,,9.1,8.33,9.21,7.81,9.21,,9.7,1.94,2.21,1.78,2.21,,9.7,384.15,398.88,369.43,391.89,,9.7,4.01,4.46,3.46,3.46,,9.3,0.19,0.23,0.17,0.23,,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2007-05-01,2007,5,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,295.37,308.51,282.24,301.46,,9.6,172.3,193.31,151.28,155.22,,9.1,9.42,9.96,8.87,9.35,,9.7,2.23,2.4,2.07,2.24,,9.7,396.32,411.75,380.88,398.43,,9.7,3.5,3.96,3.04,3.68,,9.3,0.23,0.26,0.2,0.21,,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2007-06-01,2007,6,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,306.78,319.7,293.87,302.15,,9.6,158.86,180.82,141.24,180.82,,9.1,9.51,9.95,9.09,9.95,,9.7,2.3,2.49,2.17,2.49,,9.7,404.67,420.27,389.07,407.86,,9.7,3.89,4.28,3.5,3.72,,9.3,0.21,0.24,0.19,0.24,,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2007-07-01,2007,7,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,307.23,319.54,288.57,288.57,,9.6,184.47,204.5,164.44,193.36,,9.1,10.17,10.64,9.7,9.9,,9.7,2.51,2.69,2.33,2.51,,9.7,414.03,430.21,397.85,398.19,,9.7,3.8,4.15,3.45,3.9,,9.3,0.25,0.27,0.22,0.26,,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2007-08-01,2007,8,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,292.78,305.58,279.98,293.78,,9.6,194.86,223.24,175.65,223.24,,9.1,10.04,10.49,9.6,10.4,,9.7,2.58,2.73,2.43,2.71,,9.7,403.45,419.1,387.8,414.48,,9.7,4.08,4.44,3.72,3.88,,9.3,0.26,0.29,0.23,0.29,,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2007-09-01,2007,9,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,298.54,323.54,286.33,323.54,,9.6,228.22,250.71,205.73,231.38,,9.1,10.6,11.07,10.12,10.92,,9.7,2.72,2.9,2.54,2.8,,9.7,419.82,450.61,403.29,450.61,,9.7,3.98,4.35,3.37,3.37,,9.3,0.3,0.33,0.27,0.3,,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2007-10-01,2007,10,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,330.07,346.05,314.09,331.12,,9.6,231.83,252.56,211.1,229.57,,9.1,11.15,11.65,10.66,11.02,,9.7,2.88,3.05,2.7,2.82,,9.7,460.41,477.98,442.84,456.67,,9.7,3.46,3.91,3,3.35,,9.3,0.31,0.33,0.28,0.3,,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2007-11-01,2007,11,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,337.31,352.41,322.22,326.34,,9.6,234.51,252.89,193.36,193.36,,9.1,11.19,11.68,10.54,10.54,,9.7,2.83,3.01,2.62,2.62,,9.7,467.06,485.41,443.47,443.47,,9.7,3.48,3.83,3.12,3.37,,9.3,0.31,0.33,0.26,0.26,,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2007-12-01,2007,12,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,331.75,346.14,317.36,334.75,,9.6,193.96,211.99,155.22,155.22,,9.1,10.6,11.12,9.99,9.99,,9.7,2.7,2.88,2.38,2.38,,9.7,450.14,467.45,432.83,442.69,,9.7,3.48,3.91,3.17,3.91,,9.3,0.26,0.28,0.21,0.21,,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2008-01-01,2008,1,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,340.55,354.43,326.66,344.03,19.32,9.6,159.36,216,142.86,216,48.75,9.1,10.01,11.27,9.52,11.27,28.07,9.7,2.4,2.88,2.23,2.88,40.14,9.7,447.76,472.48,429.86,472.48,24.05,9.7,4.11,4.58,3.64,3.9,13.91,9.3,0.21,0.29,0.19,0.29,47.46,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2008-02-01,2008,2,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,350.12,364.64,336.54,364.64,23.68,9.6,214.02,261.18,182.56,261.18,53.85,9.1,11.57,12.29,10.85,11.95,29.22,9.7,2.94,3.2,2.68,3.11,40.35,9.7,480.23,508.41,461.79,508.41,28.89,9.7,3.98,4.39,3.57,4.24,28.06,9.3,0.28,0.34,0.24,0.34,52.62,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2008-03-01,2008,3,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,371.62,412.45,356.85,412.45,43.08,9.6,267.41,305.78,229.03,288.22,114.65,9.1,12.25,13.39,11.69,13.39,60.71,9.7,3.15,3.49,2.99,3.49,84.11,9.7,520.53,573.32,500.04,573.32,51.24,9.7,4.45,4.87,4.02,4.61,21.63,9.3,0.35,0.41,0.3,0.38,111.09,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2008-04-01,2008,4,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,421.77,485.53,399.08,485.53,67.05,9.6,290.05,334.38,252.09,334.38,95.92,9.1,13.83,15.12,13.08,15.12,64.2,9.7,3.56,3.94,3.29,3.94,77.99,9.7,591.24,665.53,569.38,665.53,69.83,9.7,4.76,5.2,4.32,4.83,39.51,9.3,0.38,0.44,0.33,0.44,94.65,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2008-05-01,2008,5,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,498.08,566.31,462.24,566.31,87.85,9.6,335.61,431.88,293.26,431.88,178.24,9.1,15.67,17.34,14.81,17.34,85.55,9.7,3.99,4.61,3.72,4.61,105.41,9.7,693.4,786.91,667.65,786.91,97.5,9.7,5.02,5.47,4.57,5.25,42.62,9.3,0.44,0.57,0.39,0.57,173.58,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2008-06-01,2008,6,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,581.46,664.79,534.99,664.79,120.02,9.6,426.91,490.28,363.54,436.35,141.32,9.1,18.05,19.13,17,19.13,92.21,9.7,4.7,5.09,4.32,5.09,103.92,9.7,826.35,893.84,797.74,893.84,119.16,9.7,5.46,6.34,4.95,6.34,70.46,9.3,0.56,0.65,0.48,0.58,139.99,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2008-07-01,2008,7,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,683.03,742.36,623.86,742.36,157.25,9.6,436.92,532.12,380.6,532.12,175.2,9.1,19.8,21.58,18.84,21.58,117.88,9.7,5.15,6.06,4.84,6.06,141.24,9.7,941.14,1008.46,907.1,1008.46,153.26,9.7,6.67,7.57,5.78,6.69,71.66,9.3,0.58,0.7,0.51,0.7,174.07,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2008-08-01,2008,8,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,761.23,823.85,698.6,772.33,162.89,9.6,521.05,678,449.38,678,203.72,9.1,22.38,23.59,21.18,23.51,126.18,9.7,6.16,6.94,5.62,6.94,156.34,9.7,1060.16,1096.45,1023.86,1072.24,158.7,9.7,6.87,7.58,6.17,6.71,72.92,9.3,0.69,0.89,0.6,0.89,201.82,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2008-09-01,2008,9,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,788.96,846.59,731.32,805.43,148.95,9.6,662.6,766.69,558.51,641.55,177.28,9.1,24.27,25.42,23.13,23.18,112.21,9.7,7.03,7.49,6.58,6.7,139.59,9.7,1121.65,1162.73,1080.57,1096.34,143.3,9.7,6.96,7.56,6.36,6.87,103.67,9.3,0.87,1.01,0.73,0.84,175.8,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2008-10-01,2008,10,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,821.57,875.31,752.72,752.72,127.33,9.6,632.1,718.78,545.41,605.94,163.95,9.1,23.55,24.65,22.37,22.37,103.02,9.7,6.85,7.27,6.42,6.45,129.19,9.7,1135.25,1175.01,1024.31,1024.31,124.3,9.7,7.1,7.72,6.48,7,108.74,9.3,0.83,0.94,0.72,0.79,162.26,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2008-11-01,2008,11,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,764.07,814.37,713.77,747.38,129.02,9.6,590.15,662.65,517.65,581.9,200.94,9.1,22.54,23.61,21.47,21.81,107.04,9.7,6.55,6.97,6.12,6.15,134.85,9.7,1046.49,1084.77,1001.95,1001.95,125.94,9.7,7.24,7.88,6.46,6.46,91.61,9.3,0.78,0.87,0.69,0.76,197.26,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2008-12-01,2008,12,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,758.89,803.97,711.14,711.14,112.44,9.6,565.88,627.39,504.36,595.26,283.5,9.1,21.96,22.95,20.96,22.08,121.06,9.7,6.29,6.69,5.89,6.38,167.54,9.7,1012.94,1049.35,958.24,958.24,116.46,9.7,6.61,7.36,5.26,5.26,34.68,9.3,0.74,0.82,0.67,0.78,273.8,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2009-01-01,2009,1,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,721,762.87,679.13,687.34,99.79,9.6,580.89,637.55,414.86,414.86,92.07,9.1,22.34,23.31,19.26,19.26,70.91,9.7,6.46,6.86,5.06,5.06,75.77,9.7,965.78,1001.5,887.13,887.13,87.76,9.7,5.36,6.47,4.5,6.47,66.02,9.3,0.76,0.83,0.55,0.55,91.88,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2009-02-01,2009,2,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,696.84,735.19,658.49,699.4,91.81,9.6,409.35,461.33,357.38,409.49,56.78,9.1,19.12,20.42,17.82,18.99,58.91,9.7,5.2,5.7,4.69,4.9,57.38,9.7,887.6,919.38,855.81,899.11,76.85,9.7,6.9,8.03,5.78,6.93,63.61,9.3,0.54,0.61,0.47,0.54,57.63,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2009-03-01,2009,3,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,710.5,746.01,674.01,674.01,63.42,9.6,401.31,446.53,355.67,355.67,23.4,9.1,19.06,19.92,18.04,18.04,34.75,9.7,4.94,5.16,4.53,4.53,29.91,9.7,900.52,934.25,866.8,868.43,51.47,9.7,7.07,7.82,6.31,6.54,41.65,9.3,0.53,0.59,0.47,0.47,24.56,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2009-04-01,2009,4,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,683.81,717.6,650.02,675.07,39.04,9.6,350.84,388,313.68,364.65,9.05,9.1,18.07,18.94,17.2,18,19.06,9.7,4.66,5,4.32,4.51,14.5,9.7,872.71,903.97,841.45,869.62,30.67,9.7,6.77,7.4,6.14,6.22,28.71,9.3,0.47,0.52,0.42,0.48,9.94,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2009-05-01,2009,5,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,685.54,716.86,654.22,656.07,15.85,9.6,362.99,397.1,328.89,375.42,-13.07,9.1,18.14,18.93,17.35,17.83,2.83,9.7,4.55,4.81,4.28,4.51,-2.18,9.7,873.17,906.01,840.34,853.86,8.51,9.7,6.38,7.04,5.73,6.09,15.88,9.3,0.48,0.53,0.44,0.5,-12.21,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2009-06-01,2009,6,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,665.73,695.78,626.35,626.35,-5.78,9.6,370.13,401.7,338.56,382.6,-12.32,9.1,17.99,18.78,17.2,17.72,-7.35,9.7,4.63,4.92,4.34,4.49,-11.72,9.7,859.43,890.4,828.47,832.92,-6.82,9.7,6.3,6.91,5.62,5.62,-11.47,9.3,0.49,0.53,0.45,0.51,-12.11,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2009-07-01,2009,7,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,634.94,664.76,605.12,651.01,-12.31,9.6,383.5,412.63,354.37,382.6,-28.1,9.1,17.89,18.67,17.11,18.07,-16.27,9.7,4.53,4.81,4.24,4.54,-25.05,9.7,836.78,868.35,805.21,856.53,-15.07,9.7,5.75,6.4,5.09,5.76,-13.87,9.3,0.51,0.54,0.47,0.51,-27.61,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2009-08-01,2009,8,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,661.88,691.2,632.55,655.22,-15.16,9.6,377.77,404.04,351.5,395.15,-41.72,9.1,18.31,19.11,17.52,18.52,-21.25,9.7,4.66,4.95,4.38,4.7,-32.31,9.7,863.34,894.63,832.06,864.79,-19.35,9.7,6.01,6.57,5.44,5.83,-13.17,9.3,0.5,0.53,0.47,0.52,-40.99,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2009-09-01,2009,9,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,666.09,693.78,638.4,661.95,-17.81,9.6,395.27,420.63,369.9,382.6,-40.36,9.1,18.8,19.62,17.99,18.13,-21.8,9.7,4.73,5.03,4.44,4.52,-32.63,9.7,875.09,908.09,842.08,864.8,-21.12,9.7,6,6.53,5.46,5.62,-18.21,9.3,0.52,0.55,0.49,0.51,-39.69,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2009-10-01,2009,10,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,673,699.46,627.53,627.53,-16.63,9.6,378.67,420.24,355.84,420.24,-30.65,9.1,18.3,19.13,17.47,18.09,-19.15,9.7,4.64,4.93,4.35,4.63,-28.21,9.7,874.44,906.29,831.89,831.89,-18.79,9.7,5.8,6.36,5.24,5.88,-16.01,9.3,0.5,0.55,0.48,0.55,-30.26,9.8
ETH,Ethiopia,Afar,ZONE2,Abaala,13.36,39.76,gid_133600000397600000,2009-11-01,2009,11,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,636.47,664.77,608.18,615.14,-17.69,9.6,419.29,446.89,391.69,396.04,-31.94,9.1,18.27,19.07,17.47,17.68,-18.95,9.7,4.66,4.95,4.38,4.49,-27.11,9.7,838.7,870.44,806.97,809.42,-19.22,9.7,6.1,6.66,5.3,5.3,-17.91,9.3,0.55,0.59,0.52,0.52,-31.5,9.8
